part_number,name_en,category,years,engines,confidence,audit_status,occurrence_count,source_count,first_evidence
01436-00052,Bolt,engine,"1988,1989,1990,1991,1992,1993","TB42S,TD42",97,مدقق آليًا بدرجة عالية,10,7,"اﻟﻤﻮاﺻﻔﺎت CUP ﻃﻘﻢ-ﻓﺮاﻣﻞWHEEL أﺳﻄﻮاﻧﺔ,ﺧﻠﻔﻲ 44100B 0143600052 BOLT ﻣﺴﻤﺎر 04 TB42S +TD42 10.1991 - 12.1993 44112 44112E5001 CUP-PISTON"
01436-00261,Screw,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,32,12,W +HW +HV 10.1991 - 07.1995 76897A 0143600261 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
01436-00291,Screw,electrical,"1988,1989,1990,1991,1992,1993","RB30S,TB42S,TD42",97,مدقق آليًا بدرجة عالية,10,7,17328 0155800121 CLAMP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 25060A 0143600291 SCREW ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 06 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993
01436-00511,Bolt-Condenser Fix,fuel,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,40,12,*(K+HK+W.HW+HV+T).ME.TB42S F/AIR CON | 10.1991 - ... 27650B 0143600511 BOLT-CONDENSER FIX ﻣﺴﻤﺎﺭ-ﺭﺩﻳﺘﺮ ﻣﻜﻴﻒ 02
01436-00661,Screw,cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",TB42S,100,مدقق آليًا بدرجة عالية,40,12,083636165G ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 21400F 0143600661 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 02
01436-00821,Bolt-Rear Wiper Motor,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,01 *K.(DX+GL+SGL) +*W. (DX+GL+SGL) +*HW.(DX+GL) F/RR WIPER 28710A 0143600821 BOLT-REAR WIPER MOTOR ﻣﺴﻤﺎر-ﺧﻠﻔﻲWIPER MOTOR 03 *K.(DX+GL+SGL) +*W. (DX+GL+SGL) +*HW.(DX+GL)
01436-00921,Screw,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,26,12,ME 10.1991 - 08.1993 28810A 0143600921 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 04
01451-00051,Screw,general,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,0851052590 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 26120J 0145100051 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 06
01451-00581,Screw,body,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",RB30S,100,مدقق آليًا بدرجة عالية,88,12,0852351212 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 27900D 0145100581 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 04
01451-00681,Screw,cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,88,12,W.(DX+GL+SGL) +HW.(DX+GL) 10.1991 - 08.1993 25235D 0145100681 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
01451-00801,Screw,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,32,12,W.SGL (A) | 10.1991 - 08.1993 84990A 0145100801 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 05
01451-00881,Screw,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,30,12,K +W +HW +HV F/CTR | 10.1991 - 08.1993 26540B 0145100881 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 08
01452-00071,Screw,body,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,28,12,K.SGL +W.SGL (A) | 10.1991 - 08.1993 80801A 0145200071 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 20
01453-00081,Screw,general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,+HW.5P.MT.F5 08.1987 - 10.1991 74995A 0145300081 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 04
01454-00035,Screw,general,"1988,1989,1990,1991",,80,مدقق آليًا,8,4,W 10.1991 - 08.1993 76895A 0145400035 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 04
01454-00181,Screw,body,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,14,7,68420 6824036J02 LID-CLUSTER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 K +HK +W +HW +HV +T +T.A (A) 68100A 0145400181 SCREW ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 09 K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993 68100 6810036J02 PANEL-INSTRUMENT
01454-00241,Screw,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,36,11,76913G 0155305381 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 W +HW (C) 76954A 0145400241 SCREW ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 10 W +HW 10.1991 - ... 76906G 0155305391 CLIP-TRIM
01454-00281,Screw,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,36,12,085404165A ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 76808A 0145400281 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 04
01456-00031,Screw,electrical,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",RB30S,100,مدقق آليًا بدرجة عالية,44,12,K.SGL +W.SGL 12V-10W | 10.1991 - 08.1993 26430B 0145600031 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 02
01456-00041,Screw,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,22,12,(K+W+HW).(AD+GR) 10.1991 - 08.1993 28410A 0145600041 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
01456-00211,Screw,suspension,"1988,1989,1990,1991",,80,مدقق آليًا,8,4,089151381A ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 40624A 0145600211 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 02
01456-00411,Screw,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,36,12,+*(K+W+HW).ME.TB42S.(GL+SGL) F/RR WIPER | 10.1991 - 08.1993 24012C 0145600411 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
01461-00061,Screw,cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",TB42S,100,مدقق آليًا بدرجة عالية,50,12,K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993 27130A 0146100061 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 06
01461-00121,Screw,general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,K.2P +K.5P +W.5P +W.6P +HW.5P (C) | 08.1987 - 10.1991 74902A 0146100121 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 05
01461-00271,Screw,body,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,42,12,W.SGL 10.1991 - 08.1993 76895A 0146100271 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 03
01461-00341,Screw,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,50,12,W +HW +HV 10.1991 - 07.1995 17568J 0146100341 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 03
01461-00401,Screw,general,"1988,1989,1990,1991",,80,مدقق آليًا,8,4,*W.5P +*W.6P +*HW.5P NISSAN 10.00-R15 6/6 | 05.1991 - 10.1991 76895A 0146100401 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 06
01461-00811,Screw,cooling,"1988,1989,1990,1991,1992,1993",TB42S,97,مدقق آليًا بدرجة عالية,10,7,"74906 7490637J60 CARPET-FLOOR,REAR CARPET-أرﺿﻴﺔ,ﺧﻠﻔﻲ 01 *W.TB42S.SGL.MT.F5 +*W.AT.F4 (C) F/RR COOLER 74902A 0146100811 SCREW ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 06 *W.ME.2S/S.3S/F +*W.DX +*HW.GEN.2S/B.3SL.DX"
01466-00021,Screw,general,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,74981W 7484941L05 COVER-HOLE ﻏﻄﺎءHOLE 03 K +HK +W +HW +HV TAPE 74963A 0146600021 SCREW ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 04 K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993 081270202H 081270202H
01466-00022,Screw,electrical,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RD28T,TB42S",100,مدقق آليًا بدرجة عالية,42,12,+*(K+W+HW).ME.TB42S.(GL+SGL) F/LH F/RR WIPER | 10.1991 - 08.1993 24012D 0146600022 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
01466-00071,Screw,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,230,12,Specifications ﺍﻟﻤﻮﺍﺻﻔﺎﺕ 24012B 0146600071 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 03
01466-00141,Screw,general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,W 10.1991 - 10.1994 78820B 0146600141 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 02
01466-00231,Screw,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,32,12,W +HW +HV 10.1991 - 09.1994 78820B 0146600231 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 02
01466-00261,Screw,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,32,12,K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993 27480A 0146600261 SCREW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 02
01521-00011,Pin-Clevis,general,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,0891134000 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 46540A 0152100011 PIN-CLEVIS ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
01522-05104,Pin-Hollow,general,"1988,1989,1990,1991,1992,1993",TD42,95,مدقق آليًا بدرجة عالية,12,6,TD42 08.1987 - ... 12293E 0152205104 PIN-HOLLOW ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
01522-06124,"Pin-Dowel,Retainer",general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",TB42S,100,مدقق آليًا بدرجة عالية,42,12,"01 TB42S 08.1987 - ... 009331401A 009331401A ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 12296D 0152206124 PIN-DOWEL,RETAINER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 TB42S 08.1987 - ... 12293 1229303J00 BOLT-MAIN BEARING CAP"
01522-10224,Pin-Crankshaft,engine,"1988,1989,1990,1991,1992,1993",TD42,95,مدقق آليًا بدرجة عالية,12,6,TD42 GRADE 2 | 06.1996 - ... 12200F 0152210224 PIN-CRANKSHAFT ﻋﻤﻮﺩ ﻛﺮﻧﻚ 01
01527-00021,"Pin-Dowel,Cylinder Block",engine,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,"RB30S 09.1988 - ... 11010A 0152700021 PIN-DOWEL,CYLINDER BLOCK ﺃﺳﻄﻮﺍﻧﺔ ﺑﻠﻮﻙ 02"
01541-00021,Ring-Snap,general,"1988,1989,1990,1991,1992,1993","TB42S,TD42",97,مدقق آليًا بدرجة عالية,10,7,01 (K+W+HW).ME.TB42S.GL+ME.TB4 2S.SGL+ME.TD42 10.1991 - 08.1993 48820E 0154100021 RING-SNAP ﺷﻨﺒﺮSNAP 02 ME.TB42S.(GL+SGL) +ME.TD42 +GEN.(TB42S+TD42).DX
01551-00091,Clip-Wiring Harness,electrical,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,32,12,K.TB42S +HK +W.TB42S +HW.TB42S +HV.TB42S 10.1991 - 08.1993 24221A 0155100091 CLIP-WIRING HARNESS HARNESS 01
01552-00033,Clip-Wiring Harness,electrical,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,66,12,+*HW.TB42S.DX F/RR DIFF LOCK | 10.1991 - 08.1993 24200H 0155200033 CLIP-WIRING HARNESS HARNESS 01
01552-00071,Clamp,electrical,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,40,12,*(K+HK+W.HW+HV+T).ME.TB42S F/AIR CON | 10.1991 - ... 27775E 0155200071 CLAMP ﻣﺸﺒﻚ 01
01552-00083,Clip-Wiring Harness,electrical,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,K.5P.RB30S +W.5P.RB30S +W.6P.RB30S L=130 | 09.1988 - 10.1991 24200H 0155200083 CLIP-WIRING HARNESS HARNESS 01
01552-00321,"Clamp-Hose,A",electrical,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,"RB30S 09.1988 - ... 14961 0155200321 CLAMP-HOSE,A A 02"
01552-00431,Clamp,electrical,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,17220 1722801J00 HOSE-FILLER ﻟﻲFILLER 01 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 17202G 0155200431 CLAMP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 (K+HK+W+HW+HV). (TB42S+TD42)
01552-00481,"Clamp-Hose,A",electrical,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,"Specifications ﺍﻟﻤﻮﺍﺻﻔﺎﺕ 14961M 0155200481 CLAMP-HOSE,A A 01"
01552-00661,Clip,general,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,Specifications ﺍﻟﻤﻮﺍﺻﻔﺎﺕ 65620B 0155200661 CLIP ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
01552-00961,"Band-Hose,A",general,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,"RB30S 11.1988 - 02.1990 14963 0155200961 BAND-HOSE,A A 01"
01553-00101,Grommet,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,32,12,K.TB42S +HK +W.TB42S +HW.TB42S +HV.TB42S 10.1991 - 08.1993 24254E 0155300101 GROMMET ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
01553-00401,Clip,cooling,"1991,1992,1993",,72,مدقق آليًا,24,4,"اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 62534E 0155300401 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 09 *K +*HK +*W +*HW +*HV F/AIR CON-STD TYPE 62534 6254001J00 RUBBER-SEALING,RADIATOR"
01553-00731,Clip,general,"1988,1989,1990,1991,1992,1993",RB30S,97,مدقق آليًا بدرجة عالية,10,7,"اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 96901E 0155300731 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993 96908M 9690832G00 PLATE-CAUTION,TRANSMISSION"
01553-01251,Clip,general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,*K.2P +*K.5P +*W.5P +*W.6P +*HW.5P 09.1990 - 10.1991 85012F 0155301251 CLIP ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
01553-02301,Clip,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,28,11,اﻟﻤﻮاﺻﻔﺎت ﺣﺎﻣﻞINSTRUMENT MOUNTING ﺟﺎﻧﺒﻲRH 67900F 0155302301 CLIP-DASH ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 08 K +HK +W +HW +HV 10.1991 - 08.1993 67900E 0155305321 CLIP-DASH
01553-03831,Clip,body,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,16,7,اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 62300E 0155303831 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 12 K +HK +W +HW +HV 10.1991 - 08.1993 62301 6231032J00 GRILLE ASSY-FRONT
01553-03981,Clip,general,"1991,1992,1993",,77,مدقق آليًا,6,4,64837E 76876W5000 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 03 K +HK +W +HW +HV 10.1991 - 08.1993 64837E 0155303981 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 K +HK +W +HW +HV 10.1991 - 08.1993 64826 6482601J00 COVER-CANISTER DRAIN
01553-04121,Fastener-Seat Belt Shoulder,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,90,مدقق آليًا بدرجة عالية,22,12,0854051042 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 86812 0155304121 FASTENER-SEAT BELT SHOULDER SHOULDER 02
01553-04361,Clip,general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,W 10.1991 - 10.1994 82900G 0155304361 CLIP ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ **
01553-04851,Clip-Trim,interior,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,14,7,"74902F 0155304861 CLIP-TRIM ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 (K+W+HW+T).(DX+GL+SGL)(A) 74902F 0155304851 CLIP-TRIM ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 K +HK +W +HW +HV +T +T.A (C) 74902 7490246J80 CARPET-FLOOR,FRONT"
01553-04861,Clip-Trim,interior,"1991,1992,1993",,72,مدقق آليًا,12,4,74902F 0155305241 CLIP-TRIM ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 K +HK +W +HW +HV +T +T.A (K) 74902F 0155304861 CLIP-TRIM ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 (K+W+HW+T).(DX+GL+SGL)(A) 74902F 0155304851 CLIP-TRIM
01553-05161,Clip,general,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,106,12,اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 82900G 0155305161 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ **W +HW 08.1987 - 10.1991 0854362012 0854362012
01553-05181,Clip,general,"1988,1989,1990,1991,1992,1993","TB42S,TD42",97,مدقق آليًا بدرجة عالية,10,7,"66900E 0155305191 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 03 TB42S.MT.F5 +TD42 (K) 66900E 0155305181 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 03 TB42S.MT.F5 +TD42 (C) 67905 6790034J10 INSULATOR-DASH,CENTER"
01553-05191,Clip,general,"1988,1989,1990,1991,1992,1993","TB42S,TD42",97,مدقق آليًا بدرجة عالية,10,7,66900E 0155305541 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 03 TB42S.MT.F5 +TD42 (A) 66900E 0155305191 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 03 TB42S.MT.F5 +TD42 (K) 66900E 0155305181 CLIP
01553-05241,Clip-Trim,cooling,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,18,7,06 *W.ME.2S/S.3S/F +*W.DX +*HW.GEN.2S/B.3SL.DX F/RR COOLER 74902F 0155305241 CLIP-TRIM ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 K +HK +W +HW +HV +T +T.A (K) 74902F 0155304861 CLIP-TRIM
01553-05321,Clip-Dash,body,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,10,7,67900F 0155302301 CLIP-DASH ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 08 K +HK +W +HW +HV 10.1991 - 08.1993 67900E 0155305321 CLIP-DASH ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 09 K +HK +W +HW +HV +T +T.A 10.1991 - 08.1993 66992 6699206J00 BRACKET-DASH SIDE
01553-05381,Clip,interior,"1988,1989,1990,1991,1992,1993",,92,مدقق آليًا بدرجة عالية,16,7,76913G 0155305391 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 W +HW (K) 76913G 0155305381 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 W +HW (C) 76954A 0145400241 SCREW
01553-05391,Clip,interior,"1988,1989,1990,1991,1992,1993,1994,1995,1996",,95,مدقق آليًا بدرجة عالية,22,10,76913G 0155306981 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 W +HW (A) 76913G 0155305391 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 W +HW (K) 76913G 0155305381 CLIP
01553-05401,Clip-Dash,general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,K +W 10.1991 - 10.1994 67900F 0155305401 CLIP-DASH ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 07
01553-05541,Clip,general,"1991,1992,1993","TB42S,TD42",77,مدقق آليًا,6,4,"66900 6690006J02 FINISHER-DASH SIDE,RH FINISHER-DASH ﺟﺎﻧﺒﻲRH 01 K +HK +W +HW +HV +T +T.A (A) 66900E 0155305541 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 03 TB42S.MT.F5 +TD42 (A) 66900E 0155305191 CLIP"
01553-05831,Clip,general,"1991,1992,1993",,72,مدقق آليًا,6,4,FINISHER-LUGGAGE ﺟﺎﻧﺒﻲ ﺳﻔﻠﻲ ﺧﻠﻔﻲLH 01 W.(DX+GL+SGL) +HW.(DX+GL) (A) 76906F 0155305831 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 04 W.(DX+GL+SGL) +HW.(DX+GL) (K) 76906F 0155305841 CLIP
01553-05841,Clip,general,"1991,1992,1993",,72,مدقق آليًا,6,4,76906F 0155305831 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 04 W.(DX+GL+SGL) +HW.(DX+GL) (K) 76906F 0155305841 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 04 W.(DX+GL+SGL) +HW.(DX+GL) (C) 76906F 0155304861 CLIP
01553-06981,Clip,interior,"1991,1992,1993",,72,مدقق آليًا,12,4,"76921R 7692106J00 WELT-BODY SIDE,FRONT WELT-ﻫﻴﻜﻞ ﺟﺎﻧﺒﻲ,أﻣﺎﻣﻲ 02 W +HW (C) 76913G 0155306981 CLIP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 W +HW (A) 76913G 0155305391 CLIP"
01553-07501,Clip,general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,+HW.5P.MT.F5 (K) | 08.1987 - 09.1990 66900E 0155307501 CLIP ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 03
01553-07521,Clip,general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,+HW.5P.MT.F5 (C) | 09.1990 - 07.1991 66900E 0155307521 CLIP ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 03
01553-08361,Clip,body,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,68,12,(K+W+HW+T).(GL+SGL) (A) | 10.1991 - 08.1993 80900F 0155308361 CLIP ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ **
01553-08371,Clip,body,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,72,12,K +HK +W +HW +HV 10.1991 - 08.1993 76905H 0155308371 CLIP ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 08
01553-09321,Clip,general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,W PROTR FIX | 10.1994 - 08.1995 63130G 0155309321 CLIP ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 05
01555-00181,Clamp-Hose,electrical,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997","RB30S,TB42S",100,مدقق آليًا بدرجة عالية,88,12,TB42S 08.1987 - ... 17529E 0155500181 CLAMP-HOSE ﻣﺸﺒﻚ-ﻟﻲ 01
